,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/ PRN,PUT/ CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,SHARED,NONE,date,Value % at Quarter
2590,WELLS FARGO & CO NEW,COM,949746101,88776,1609720,SH, ,DFND,"4,13",1609720,0,0,2017-11-14,0.0004996432691363735
2591,WELLS FARGO & CO NEW,COM,949746101,110300,2000000,SH, ,DFND,"4,14",2000000,0,0,2017-11-14,0.0006207832362996981
2592,AXALTA COATING SYS LTD,COM,G0750C108,96130,3324000,SH, ,DFND,4,3324000,0,0,2017-11-14,0.0005410325703126925
2593,AXALTA COATING SYS LTD,COM,G0750C108,578400,20000000,SH, ,DFND,"4,8,11",20000000,0,0,2017-11-14,0.003255312999780103
2594,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,284132,8379000,SH, ,DFND,4,8379000,0,0,2017-11-14,0.0015991331142004154
2595,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,400202,11801897,SH, ,DFND,"4,8,11",11801897,0,0,2017-11-14,0.002252390686614794
2596,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,240246,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2017-11-14,0.0013521368031555508
2597,LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,25891,1089669,SH, ,DFND,4,1089669,0,0,2017-11-14,0.00014571803056242504
2598,LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,38614,1625185,SH, ,DFND,"4,8,11",1625185,0,0,2017-11-14,0.00021732478591547183
2599,LIBERTY GLOBAL PLC,LILAC SHS CL C,G5480U153,29918,1284020,SH, ,DFND,"4,8,11",1284020,0,0,2017-11-14,0.00016838252822859808
2600,AMERICAN AIRLS GROUP INC,COM,02376R102,1079206,20742000,SH, ,DFND,4,20742000,0,0,2018-02-14,0.005643122675685754
2601,AMERICAN AIRLS GROUP INC,COM,02376R102,1222611,23498200,SH, ,DFND,"4,8,11",23498200,0,0,2018-02-14,0.0063929813748652585
2602,AMERICAN AIRLS GROUP INC,COM,02376R102,91562,1759800,SH, ,DFND,"4,11",1759800,0,0,2018-02-14,0.00047877383783183103
2603,AMERICAN EXPRESS CO,COM,025816109,193867,1952142,SH, ,DFND,4,1952142,0,0,2018-02-14,0.0010137223697488432
2604,AMERICAN EXPRESS CO,COM,025816109,1710654,17225400,SH, ,DFND,"4,5",17225400,0,0,2018-02-14,0.008944937646429448
2605,AMERICAN EXPRESS CO,COM,025816109,83404,839832,SH, ,DFND,"4,7",839832,0,0,2018-02-14,0.00043611599976547076
2606,AMERICAN EXPRESS CO,COM,025816109,204291,2057100,SH, ,DFND,"4,8,11",2057100,0,0,2018-02-14,0.0010682290262827656
2607,AMERICAN EXPRESS CO,COM,025816109,793947,7994634,SH, ,DFND,"4,10",7994634,0,0,2018-02-14,0.0041515153909380395
2608,AMERICAN EXPRESS CO,COM,025816109,11931290,120141879,SH, ,DFND,"4,11",120141879,0,0,2018-02-14,0.062388212397987676
2609,AMERICAN EXPRESS CO,COM,025816109,139005,1399713,SH, ,DFND,"4,13",1399713,0,0,2018-02-14,0.0007268512846793831
2610,APPLE INC,COM,037833100,600386,3547753,SH, ,DFND,4,3547753,0,0,2018-02-14,0.0031393930822885227
2611,APPLE INC,COM,037833100,162461,960000,SH, ,DFND,"1,2,4,11",960000,0,0,2018-02-14,0.0008495017197963905
2612,APPLE INC,COM,037833100,2360928,13951000,SH, ,DFND,"4,5",13951000,0,0,2018-02-14,0.012345192977486612
2613,APPLE INC,COM,037833100,115246,681000,SH, ,DFND,"4,6",681000,0,0,2018-02-14,0.0006026164753365719
2614,APPLE INC,COM,037833100,2603730,15385747,SH, ,DFND,"4,8,11",15385747,0,0,2018-02-14,0.013614794399181685
2615,APPLE INC,COM,037833100,514121,3038000,SH, ,DFND,"4,5,9",3038000,0,0,2018-02-14,0.0026883170341401325
2616,APPLE INC,COM,037833100,2023652,11958000,SH, ,DFND,"4,10",11958000,0,0,2018-02-14,0.0105815909927269
2617,APPLE INC,COM,037833100,19324452,114190462,SH, ,DFND,"4,11",114190462,0,0,2018-02-14,0.10104674480720172
2618,APPLE INC,COM,037833100,114738,678000,SH, ,DFND,"4,12",678000,0,0,2018-02-14,0.0005999601647533762
2619,APPLE INC,COM,037833100,159753,944000,SH, ,DFND,"4,14",944000,0,0,2018-02-14,0.0008353417019631343
2620,BANK AMER CORP,COM,060505104,181843,6160000,SH, ,DFND,4,6160000,0,0,2018-02-14,0.0009508493806694223
2621,BANK AMER CORP,COM,060505104,351288,11900000,SH, ,DFND,"1,2,4,11",11900000,0,0,2018-02-14,0.0018368701420269137
2622,BANK AMER CORP,COM,060505104,4132800,140000000,SH, ,DFND,"3,4,5",140000000,0,0,2018-02-14,0.02161023696502251
2623,BANK AMER CORP,COM,060505104,165312,5600000,SH, ,DFND,"4,5",5600000,0,0,2018-02-14,0.0008644094786009005
2624,BANK AMER CORP,COM,060505104,61992,2100000,SH, ,DFND,"4,6",2100000,0,0,2018-02-14,0.0003241535544753377
2625,BANK AMER CORP,COM,060505104,9203746,311780000,SH, ,DFND,"4,8,11",311780000,0,0,2018-02-14,0.048125999812688273
2626,BANK AMER CORP,COM,060505104,16531,560000,SH, ,DFND,"4,5,9",560000,0,0,2018-02-14,8.643990206852187e-05
2627,BANK AMER CORP,COM,060505104,4814712,163100000,SH, ,DFND,"4,11",163100000,0,0,2018-02-14,0.025175926064251227
2628,BANK AMER CORP,COM,060505104,826560,28000000,SH, ,DFND,"4,12",28000000,0,0,2018-02-14,0.004322047393004503
2629,BANK AMER CORP,COM,060505104,289296,9800000,SH, ,DFND,"4,14",9800000,0,0,2018-02-14,0.0015127165875515759
2630,BANK OF NEW YORK MELLON CORP,COM,064058100,404556,7511249,SH, ,DFND,4,7511249,0,0,2018-02-14,0.002115406268297921
2631,BANK OF NEW YORK MELLON CORP,COM,064058100,115691,2148000,SH, ,DFND,"1,2,4,11",2148000,0,0,2018-02-14,0.0006049433615757887
2632,BANK OF NEW YORK MELLON CORP,COM,064058100,96620,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2018-02-14,0.0005052219065912881
2633,BANK OF NEW YORK MELLON CORP,COM,064058100,24614,457000,SH, ,DFND,"4,5",457000,0,0,2018-02-14,0.00012870556829681188
2634,BANK OF NEW YORK MELLON CORP,COM,064058100,41795,776000,SH, ,DFND,"4,6",776000,0,0,2018-02-14,0.00021854429296194248
2635,BANK OF NEW YORK MELLON CORP,COM,064058100,331798,6160384,SH, ,DFND,"4,8,11",6160384,0,0,2018-02-14,0.0017349577537070606
2636,BANK OF NEW YORK MELLON CORP,COM,064058100,394201,7319000,SH, ,DFND,"4,5,9",7319000,0,0,2018-02-14,0.0020612604098550233
2637,BANK OF NEW YORK MELLON CORP,COM,064058100,207601,3854463,SH, ,DFND,"4,10",3854463,0,0,2018-02-14,0.0010855368767362656
2638,BANK OF NEW YORK MELLON CORP,COM,064058100,1543561,28658772,SH, ,DFND,"4,11",28658772,0,0,2018-02-14,0.008071215393913839
2639,BANK OF NEW YORK MELLON CORP,COM,064058100,115260,2140000,SH, ,DFND,"4,12",2140000,0,0,2018-02-14,0.000602689680746345
2640,CHARTER COMMUNICATIONS INC N,CL A,16119P108,571245,1700337,SH, ,DFND,4,1700337,0,0,2018-02-14,0.002987016021845791
2641,CHARTER COMMUNICATIONS INC N,CL A,16119P108,2280851,6789054,SH, ,DFND,"4,8,11",6789054,0,0,2018-02-14,0.011926473720457938
2642,COCA COLA CO,COM,191216100,36704,800000,SH, ,DFND,4,800000,0,0,2018-02-14,0.0001919236685937346
2643,COCA COLA CO,COM,191216100,3683393,80283200,SH, ,DFND,"4,5",80283200,0,0,2018-02-14,0.01926030670860075
2644,COCA COLA CO,COM,191216100,83685,1824000,SH, ,DFND,"4,6",1824000,0,0,2018-02-14,0.00043758533691877396
2645,COCA COLA CO,COM,191216100,661186,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2018-02-14,0.003457313719017464
2646,COCA COLA CO,COM,191216100,687760,14990400,SH, ,DFND,"4,10",14990400,0,0,2018-02-14,0.0035962680446825113
2647,COCA COLA CO,COM,191216100,12992262,283179200,SH, ,DFND,"4,11",283179200,0,0,2018-02-14,0.06793599025640179
2648,COCA COLA CO,COM,191216100,162966,3552000,SH, ,DFND,"4,12",3552000,0,0,2018-02-14,0.0008521423435060634
2649,COCA COLA CO,COM,191216100,44045,960000,SH, ,DFND,"4,13",960000,0,0,2018-02-14,0.00023030944810404968
2650,COSTCO WHSL CORP NEW,COM,22160K105,806526,4333363,SH, ,DFND,"4,11",4333363,0,0,2018-02-14,0.00421729045161918
2651,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1448763,20052088,SH, ,DFND,4,20052088,0,0,2018-02-14,0.007575520648508738
2652,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1337599,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2018-02-14,0.006994248779078869
2653,DELTA AIR LINES INC DEL,COM NEW,247361702,391615,6993123,SH, ,DFND,"4,8,11",6993123,0,0,2018-02-14,0.002047738324878361
2654,DELTA AIR LINES INC DEL,COM NEW,247361702,2582567,46117272,SH, ,DFND,"4,11",46117272,0,0,2018-02-14,0.013504133964393945
2655,GENERAL MTRS CO,COM,37045V100,224332,5472853,SH, ,DFND,4,5472853,0,0,2018-02-14,0.0011730225703729749
2656,GENERAL MTRS CO,COM,37045V100,1020127,24887209,SH, ,DFND,"4,8,11",24887209,0,0,2018-02-14,0.005334201075401065
2657,GENERAL MTRS CO,COM,37045V100,344412,8402338,SH, ,DFND,"4,10",8402338,0,0,2018-02-14,0.001800915827912634
2658,GENERAL MTRS CO,COM,37045V100,460629,11237600,SH, ,DFND,"4,11",11237600,0,0,2018-02-14,0.002408609621312755
2659,GOLDMAN SACHS GROUP INC,COM,38141G104,1114822,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2018-02-14,0.00582935723814855
2660,GOLDMAN SACHS GROUP INC,COM,38141G104,1677225,6583551,SH, ,DFND,"4,11",6583551,0,0,2018-02-14,0.00877013881476478
2661,GRAHAM HLDGS CO,COM,384637104,26893,48165,SH, ,DFND,"4,10",0,0,"48,165",2018-02-14,0.00014062236321630623
2662,GRAHAM HLDGS CO,COM,384637104,33172,59410,SH, ,DFND,"4,11",0,0,"59,410",2018-02-14,0.00017345498949954675
2663,INTERNATIONAL BUSINESS MACHS,COM,459200101,314211,2048045,SH, ,DFND,"4,11",2048045,0,0,2018-02-14,0.0016429960721585097
2664,JOHNSON & JOHNSON,COM,478160104,45702,327100,SH, ,DFND,4,327100,0,0,2018-02-14,0.00023897383124648152
2665,KRAFT HEINZ CO,COM,500754106,25321363,325634818,SH, ,DFND,4,325634818,0,0,2018-02-14,0.13240433960205028
2666,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,170860,4308117,SH, ,DFND,4,4308117,0,0,2018-02-14,0.0008934197367024164
2667,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,309022,7791780,SH, ,DFND,"4,8,11",7791780,0,0,2018-02-14,0.00161586300992189
2668,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,37018,933391,SH, ,DFND,"4,10",933391,0,0,2018-02-14,0.00019356556135578866
2669,LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,72462,1827072,SH, ,DFND,"4,11",1827072,0,0,2018-02-14,0.0003789007430699432
2670,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,283689,7153027,SH, ,DFND,4,7153027,0,0,2018-02-14,0.0014833978209374448
2671,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,767814,19359910,SH, ,DFND,"4,8,11",19359910,0,0,2018-02-14,0.004014867035680845
2672,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,20173,508654,SH, ,DFND,"4,10",508654,0,0,2018-02-14,0.00010548376652521272
2673,LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,161392,4069394,SH, ,DFND,"4,11",4069394,0,0,2018-02-14,0.0008439119638644293
2674,M & T BK CORP,COM,55261F104,93361,546000,SH, ,DFND,"4,8,11",546000,0,0,2018-02-14,0.0004881807329876759
2675,M & T BK CORP,COM,55261F104,28178,164795,SH, ,DFND,"4,10",164795,0,0,2018-02-14,0.00014734157404190968
2676,M & T BK CORP,COM,55261F104,798736,4671245,SH, ,DFND,"4,11",4671245,0,0,2018-02-14,0.004176556870038284
2677,MASTERCARD INC,CL A,57636Q104,746925,4934756,SH, ,DFND,"4,8,11",4934756,0,0,2018-02-14,0.0039056393353415217
2678,MONDELEZ INTL INC,CL A,609207105,24738,578000,SH, ,DFND,4,578000,0,0,2018-02-14,0.000129353959069088
2679,MOSANTO CO NEW,COM,61166W101,432847,3706513,SH, ,DFND,4,3706513,0,0,2018-02-14,0.0022633387145758565
2680,MOSANTO CO NEW,COM,61166W101,934501,8002234,SH, ,DFND,"4,11",8002234,0,0,2018-02-14,0.004886466331313033
2681,MOODYS CORP,COM,615369105,1767472,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2018-02-14,0.00924203657303578
2682,MOODYS CORP,COM,615369105,1874034,12695850,SH, ,DFND,"4,11",12695850,0,0,2018-02-14,0.009799244778481658
2683,PHILLIPS 66,COM,718546104,617217,6102000,SH, ,DFND,4,6102000,0,0,2018-02-14,0.0032274016717093253
2684,PHILLIPS 66,COM,718546104,79099,782000,SH, ,DFND,"1,2,4,11",782000,0,0,2018-02-14,0.000413605336260239
2685,PHILLIPS 66,COM,718546104,527295,5213000,SH, ,DFND,"4,5",5213000,0,0,2018-02-14,0.00275720332473663
2686,PHILLIPS 66,COM,718546104,117637,1163000,SH, ,DFND,"4,10",1163000,0,0,2018-02-14,0.0006151189135342512
2687,PHILLIPS 66,COM,718546104,6692478,66163892,SH, ,DFND,"4,11",66163892,0,0,2018-02-14,0.03499468531339526
2688,PHILLIPS 66,COM,718546104,128056,1266000,SH, ,DFND,"4,12",1266000,0,0,2018-02-14,0.0006695994252789689
2689,PROCTER & GAMBLE CO,COM,742718109,28979,315400,SH, ,DFND,4,315400,0,0,2018-02-14,0.00015152996927249985
2690,RESTAURANT BRANDS INTL INC,COM,76131D103,518782,8438225,SH, ,DFND,"4,11",8438225,0,0,2018-02-14,0.0027126892066367376
2691,SANOFI,SPONSORED ADR,80105N105,16944,394049,SH, ,DFND,"4,8,11",394049,0,0,2018-02-14,8.859946165682865e-05
2692,SANOFI,SPONSORED ADR,80105N105,21919,509742,SH, ,DFND,"4,5,9",509742,0,0,2018-02-14,0.00011461352691548792
2693,SANOFI,SPONSORED ADR,80105N105,7280,169300,SH, ,DFND,"4,10",169300,0,0,2018-02-14,3.806681308201798e-05
2694,SANOFI,SPONSORED ADR,80105N105,120634,2805433,SH, ,DFND,"4,11",2805433,0,0,2018-02-14,0.000630790100183538
2695,SIRIUS XM HLDGS INC,COM,82968B103,501416,93547788,SH, ,DFND,4,93547788,0,0,2018-02-14,0.0026218831247710335
2696,SIRIUS XM HLDGS INC,COM,82968B103,237812,44367941,SH, ,DFND,"4,8,11",44367941,0,0,2018-02-14,0.0012435089220687993
2697,SOUTHWEST AIRLS CO,COM,844741108,571,8722,SH, ,DFND,"4,5,9",8722,0,0,2018-02-14,2.9857349271747618e-06
2698,SOUTHWEST AIRLS CO,COM,844741108,3118741,47650734,SH, ,DFND,"4,11",47650734,0,0,2018-02-14,0.01630776520580025
2699,STORE CAP CORP,COM,862121100,484908,18621674,SH, ,DFND,"4,11",18621674,0,0,2018-02-14,0.0025355634887328535
2700,SYNCHRONY FINL,COM,87165B103,674246,17463000,SH, ,DFND,4,17463000,0,0,2018-02-14,0.003525603908420095
2701,SYNCHRONY FINL,COM,87165B103,128957,3340000,SH, ,DFND,"4,8,11",3340000,0,0,2018-02-14,0.0006743107162936528
2702,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,349438,18440000,SH, ,DFND,4,18440000,0,0,2018-02-14,0.001827196570021181
2703,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,8257,435721,SH, ,DFND,"4,11",435721,0,0,2018-02-14,4.3175504892612974e-05
2704,TORCHMARK CORP,COM,891027104,15828,174489,SH, ,DFND,"2,4,11",174489,0,0,2018-02-14,8.276394470634347e-05
2705,TORCHMARK CORP,COM,891027104,91788,1011888,SH, ,DFND,"4,5",1011888,0,0,2018-02-14,0.0004799555823038827
2706,TORCHMARK CORP,COM,891027104,130561,1439325,SH, ,DFND,"4,10",1439325,0,0,2018-02-14,0.0006826979646705149
2707,TORCHMARK CORP,COM,891027104,338169,3728025,SH, ,DFND,"4,11",3728025,0,0,2018-02-14,0.0017682714441116672
2708,US BANCORP DEL,COM NEW,902973304,31627,590275,SH, ,DFND,4,590275,0,0,2018-02-14,0.0001653762496352998
2709,US BANCORP DEL,COM NEW,902973304,164491,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2018-02-14,0.0008601165042134917
2710,US BANCORP DEL,COM NEW,902973304,1276881,23831300,SH, ,DFND,"4,5",23831300,0,0,2018-02-14,0.006676756916892884
2711,US BANCORP DEL,COM NEW,902973304,62957,1175000,SH, ,DFND,"4,6",1175000,0,0,2018-02-14,0.00032919949879184145
2712,US BANCORP DEL,COM NEW,902973304,679357,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2018-02-14,0.003552329111945122
2713,US BANCORP DEL,COM NEW,902973304,225293,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2018-02-14,0.0011780475988581148
2714,US BANCORP DEL,COM NEW,902973304,2130512,39763202,SH, ,DFND,"4,11",39763202,0,0,2018-02-14,0.01114035742760938
2715,US BANCORP DEL,COM NEW,902973304,93497,1745000,SH, ,DFND,"4,14",1745000,0,0,2018-02-14,0.0004888918712540433
2716,U S G CORP,COM NEW,903293405,541193,14035088,SH, ,DFND,"2,4,11",14035088,0,0,2018-02-14,0.0028298753808099664
2717,U S G CORP,COM NEW,903293405,962725,24966928,SH, ,DFND,"4,11",24966928,0,0,2018-02-14,0.005034048437415626
2718,UNITED CONTL HLDGS INC,COM,910047109,107259,1591379,SH, ,DFND,4,1591379,0,0,2018-02-14,0.0005608527890610119
2719,UNITED CONTL HLDGS INC,COM,910047109,382079,5668831,SH, ,DFND,"4,8,11",5668831,0,0,2018-02-14,0.0019978749829071903
2720,UNITED CONTL HLDGS INC,COM,910047109,1412121,20951353,SH, ,DFND,"4,11",20951353,0,0,2018-02-14,0.007383921175301141
2721,UNITED PARCEL SERVICE INC,CL B,911312106,7078,59400,SH, ,DFND,4,59400,0,0,2018-02-14,3.7010563598148795e-05
2722,VERISIGN INC,COM,92343E102,577609,5047264,SH, ,DFND,4,5047264,0,0,2018-02-14,0.003020293109545511
2723,VERISIGN INC,COM,92343E102,904703,7905481,SH, ,DFND,"4,8,11",7905481,0,0,2018-02-14,0.004730653845568806
2724,VERIZON COMMUNICATIONS INC,COM,92343V104,49,928,SH, ,DFND,4,928,0,0,2018-02-14,2.562189342058902e-07
2725,VERISK ANALYTICS INC,CL A,92345Y106,150090,1563434,SH, ,DFND,"4,8,11",1563434,0,0,2018-02-14,0.0007848142823461646
2726,VISA INC,COM CL A,92826C839,36863,323300,SH, ,DFND,4,323300,0,0,2018-02-14,0.00019275507289044348
2727,VISA INC,COM CL A,92826C839,1167469,10239160,SH, ,DFND,"4,8,11",10239160,0,0,2018-02-14,0.0061046461816003355
2728,WAL MART STORES INC,COM,931142103,93418,946000,SH, ,DFND,"4,8,11",946000,0,0,2018-02-14,0.0004884787835846093
2729,WAL MART STORES INC,COM,931142103,44192,447513,SH, ,DFND,"4,11",447513,0,0,2018-02-14,0.00023107810490666738
2730,WELLS FARGO & CO NEW,COM,949746101,109206,1800000,SH, ,DFND,4,1800000,0,0,2018-02-14,0.0005710335699773152
2731,WELLS FARGO & CO NEW,COM,949746101,998022,16450000,SH, ,DFND,"1,2,4,11",16450000,0,0,2018-02-14,0.005218614962327163
2732,WELLS FARGO & CO NEW,COM,949746101,321763,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2018-02-14,0.0016824851617732624
2733,WELLS FARGO & CO NEW,COM,949746101,413336,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2018-02-14,0.0021613165181413436
2734,WELLS FARGO & CO NEW,COM,949746101,4541381,74853819,SH, ,DFND,"4,5",74853819,0,0,2018-02-14,0.023746689788630204
2735,WELLS FARGO & CO NEW,COM,949746101,49749,820000,SH, ,DFND,"4,6",820000,0,0,2018-02-14,0.0002601354236287517
2736,WELLS FARGO & CO NEW,COM,949746101,103139,1700000,SH, ,DFND,"4,7",1700000,0,0,2018-02-14,0.0005393094827563533
2737,WELLS FARGO & CO NEW,COM,949746101,2199603,36255200,SH, ,DFND,"4,8,11",36255200,0,0,2018-02-14,0.011501631353797526
2738,WELLS FARGO & CO NEW,COM,949746101,623052,10269523,SH, ,DFND,"4,5,9",10269523,0,0,2018-02-14,0.0032579126407111902
2739,WELLS FARGO & CO NEW,COM,949746101,3383950,55776330,SH, ,DFND,"4,10",55776330,0,0,2018-02-14,0.017694531885837188
2740,WELLS FARGO & CO NEW,COM,949746101,14669601,241793319,SH, ,DFND,"4,11",241793319,0,0,2018-02-14,0.07670672517236043
2741,WELLS FARGO & CO NEW,COM,949746101,169148,2788000,SH, ,DFND,"4,12",2788000,0,0,2018-02-14,0.0008844677608787331
2742,WELLS FARGO & CO NEW,COM,949746101,97662,1609720,SH, ,DFND,"4,13",1609720,0,0,2018-02-14,0.000510670480661544
2743,WELLS FARGO & CO NEW,COM,949746101,121340,2000000,SH, ,DFND,"4,14",2000000,0,0,2018-02-14,0.0006344817444192391
2744,AXALTA COATING SYS LTD,COM,G0750C108,107565,3324000,SH, ,DFND,4,3324000,0,0,2018-02-14,0.0005624528501603384
2745,AXALTA COATING SYS LTD,COM,G0750C108,647200,20000000,SH, ,DFND,"4,8,11",20000000,0,0,2018-02-14,0.0033841815146541257
2746,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,300303,8379000,SH, ,DFND,4,8379000,0,0,2018-02-14,0.0015702717265067643
2747,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,422980,11801897,SH, ,DFND,"4,8,11",11801897,0,0,2018-02-14,0.0022117445875593357
2748,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,248621,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2018-02-14,0.0013000287273714822
2749,LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,21957,1089669,SH, ,DFND,4,1089669,0,0,2018-02-14,0.0001148122273134435
2750,LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,32747,1625185,SH, ,DFND,"4,8,11",1625185,0,0,2018-02-14,0.00017123268241714873
2751,LIBERTY GLOBAL PLC,LILAC SHS CL C,G5480U153,25539,1284020,SH, ,DFND,"4,8,11",1284020,0,0,2018-02-14,0.00013354235429967817
2752,AMERICAN AIRLS GROUP INC,COM,02376R102,1077754,20742000,SH, ,DFND,4,20742000,0,0,2018-05-15,0.005704095961278999
2753,AMERICAN AIRLS GROUP INC,COM,02376R102,1220966,23498200,SH, ,DFND,"4,8,11",23498200,0,0,2018-05-15,0.006462056489197883
2754,AMERICAN AIRLS GROUP INC,COM,02376R102,91439,1759800,SH, ,DFND,"4,11",1759800,0,0,2018-05-15,0.0004839479422979552
2755,AMERICAN EXPRESS CO,COM,025816109,182096,1952142,SH, ,DFND,4,1952142,0,0,2018-05-15,0.0009637570894332664
2756,AMERICAN EXPRESS CO,COM,025816109,1606785,17225400,SH, ,DFND,"4,5",17225400,0,0,2018-05-15,0.008504033229423112
2757,AMERICAN EXPRESS CO,COM,025816109,78340,839832,SH, ,DFND,"4,7",839832,0,0,2018-05-15,0.0004146204770352017
2758,AMERICAN EXPRESS CO,COM,025816109,191886,2057100,SH, ,DFND,"4,8,11",2057100,0,0,2018-05-15,0.0010155714176203307
2759,AMERICAN EXPRESS CO,COM,025816109,745739,7994634,SH, ,DFND,"4,10",7994634,0,0,2018-05-15,0.003946881030428316
2760,AMERICAN EXPRESS CO,COM,025816109,11206834,120141879,SH, ,DFND,"4,11",120141879,0,0,2018-05-15,0.0593130311352351
2761,AMERICAN EXPRESS CO,COM,025816109,130565,1399713,SH, ,DFND,"4,13",1399713,0,0,2018-05-15,0.0006910253074304456
2762,APPLE INC,COM,037833100,595242,3547753,SH, ,DFND,4,3547753,0,0,2018-05-15,0.0031503640795428585
2763,APPLE INC,COM,037833100,161069,960000,SH, ,DFND,"1,2,4,11",960000,0,0,2018-05-15,0.000852470074235166
2764,APPLE INC,COM,037833100,1017586,6065000,SH, ,DFND,"2,4,11",6065000,0,0,2018-05-15,0.005385652192294393
2765,APPLE INC,COM,037833100,2962491,17657000,SH, ,DFND,"4,5",17657000,0,0,2018-05-15,0.015679211534752255
2766,APPLE INC,COM,037833100,114258,681000,SH, ,DFND,"4,6",681000,0,0,2018-05-15,0.0006047192553623701
2767,APPLE INC,COM,037833100,2581421,15385747,SH, ,DFND,"4,8,11",15385747,0,0,2018-05-15,0.013662369242388147
2768,APPLE INC,COM,037833100,509716,3038000,SH, ,DFND,"4,5,9",3038000,0,0,2018-05-15,0.002697711144657581
2769,APPLE INC,COM,037833100,2288519,13640000,SH, ,DFND,"4,10",13640000,0,0,2018-05-15,0.012112162873169808
2770,APPLE INC,COM,037833100,29692217,176971133,SH, ,DFND,"4,11",176971133,0,0,2018-05-15,0.15714834282324133
2771,APPLE INC,COM,037833100,113755,678000,SH, ,DFND,"4,12",678000,0,0,2018-05-15,0.0006020570891644035
2772,APPLE INC,COM,037833100,158384,944000,SH, ,DFND,"4,14",944000,0,0,2018-05-15,0.0008382595051664971
2773,BANK AMER CORP,COM,060505104,184738,6160000,SH, ,DFND,4,6160000,0,0,2018-05-15,0.0009777400776937591
2774,BANK AMER CORP,COM,060505104,356881,11900000,SH, ,DFND,"1,2,4,11",11900000,0,0,2018-05-15,0.0018888201488996659
2775,BANK AMER CORP,COM,060505104,4198600,140000000,SH, ,DFND,"3,4,5",140000000,0,0,2018-05-15,0.022221413516466657
2776,BANK AMER CORP,COM,060505104,167944,5600000,SH, ,DFND,"4,5",5600000,0,0,2018-05-15,0.0008888565406586663
2777,BANK AMER CORP,COM,060505104,62979,2100000,SH, ,DFND,"4,6",2100000,0,0,2018-05-15,0.00033332120274699983
2778,BANK AMER CORP,COM,060505104,9350282,311780000,SH, ,DFND,"4,8,11",311780000,0,0,2018-05-15,0.04948708684265586
2779,BANK AMER CORP,COM,060505104,16794,560000,SH, ,DFND,"4,5,9",560000,0,0,2018-05-15,8.888353703509289e-05
2780,BANK AMER CORP,COM,060505104,4891369,163100000,SH, ,DFND,"4,11",163100000,0,0,2018-05-15,0.025887946746683654
2781,BANK AMER CORP,COM,060505104,839720,28000000,SH, ,DFND,"4,12",28000000,0,0,2018-05-15,0.0044442827032933315
2782,BANK AMER CORP,COM,060505104,293902,9800000,SH, ,DFND,"4,14",9800000,0,0,2018-05-15,0.001555498946152666
2783,BANK OF NEW YORK MELLON CORP,COM,064058100,387055,7511249,SH, ,DFND,4,7511249,0,0,2018-05-15,0.0020485183653160583
2784,BANK OF NEW YORK MELLON CORP,COM,064058100,110686,2148000,SH, ,DFND,"1,2,4,11",2148000,0,0,2018-05-15,0.000585814170552953
2785,BANK OF NEW YORK MELLON CORP,COM,064058100,92440,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2018-05-15,0.0004892458118092169
2786,BANK OF NEW YORK MELLON CORP,COM,064058100,23549,457000,SH, ,DFND,"4,5",457000,0,0,2018-05-15,0.0001246348942264739
