,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/ PRN,PUT/ CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,SHARED,NONE,date,Value % at Quarter
866,GRAHAM HLDGS CO,COM,384637104,41601,48165,SH, ,DFND,"4,10",0,0,"48,165",2015-02-17,0.0003803858252117578
867,GRAHAM HLDGS CO,COM,384637104,51313,59410,SH, ,DFND,"4,11",0,0,"59,410",2015-02-17,0.0004691891504793377
868,INTERNATIONAL BUSINESS MACHS,COM,459200101,13554,84480,SH, ,DFND,4,84480,0,0,2015-02-17,0.00012393330628879512
869,INTERNATIONAL BUSINESS MACHS,COM,459200101,44602,278000,SH, ,DFND,"1,2,4,11",278000,0,0,2015-02-17,0.00040782597957007816
870,INTERNATIONAL BUSINESS MACHS,COM,459200101,110637,689588,SH, ,DFND,"4,5",689588,0,0,2015-02-17,0.0010116282431661078
871,INTERNATIONAL BUSINESS MACHS,COM,459200101,76177,474800,SH, ,DFND,"4,8,11",474800,0,0,2015-02-17,0.0006965373670622359
872,INTERNATIONAL BUSINESS MACHS,COM,459200101,135267,843100,SH, ,DFND,"4,10",843100,0,0,2015-02-17,0.0012368368409153348
873,INTERNATIONAL BUSINESS MACHS,COM,459200101,11969121,74601849,SH, ,DFND,"4,11",74601849,0,0,2015-02-17,0.10944169535935146
874,JOHNSON & JOHNSON,COM,478160104,34205,327100,SH, ,DFND,4,327100,0,0,2015-02-17,0.00031275924019538416
875,KRAFT FOODS GROUP INC,COM,50076Q106,12072,192666,SH, ,DFND,4,192666,0,0,2015-02-17,0.00011038238700887815
876,LEE ENTERPRISES INC,COM,523768109,327,88863,SH, ,DFND,"4,5",88863,0,0,2015-02-17,2.9899801650019182e-06
877,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,46639,1322340,SH, ,DFND,4,1322340,0,0,2015-02-17,0.00042645163582729197
878,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,94441,2677660,SH, ,DFND,"4,8,11",2677660,0,0,2015-02-17,0.0008635373601313339
879,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,92643,2644680,SH, ,DFND,4,2644680,0,0,2015-02-17,0.0008470970410589379
880,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,187597,5355320,SH, ,DFND,"4,8,11",5355320,0,0,2015-02-17,0.0017153251040179353
881,M & T BK CORP,COM,55261F104,68589,546000,SH, ,DFND,"4,8,11",546000,0,0,2015-02-17,0.0006271551973618244
882,M & T BK CORP,COM,55261F104,20702,164795,SH, ,DFND,"4,10",164795,0,0,2015-02-17,0.00018929226108828657
883,M & T BK CORP,COM,55261F104,586802,4671245,SH, ,DFND,"4,11",4671245,0,0,2015-02-17,0.005365523977931057
884,MASTERCARD INC,CL A,57636Q104,465243,5399756,SH, ,DFND,"4,8,11",5399756,0,0,2015-02-17,0.00425402856851984
885,MEDIA GEN INC NEW,COM,58441K100,77731,4646220,SH, ,DFND,4,4646220,0,0,2015-02-17,0.000710746630598667
886,MONDELEZ INTL INC,CL A,609207105,20996,578000,SH, ,DFND,4,578000,0,0,2015-02-17,0.0001919805001357195
887,MOODYS CORP,COM,615369105,1147222,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2015-02-17,0.010489819647871042
888,MOODYS CORP,COM,615369105,1216389,12695850,SH, ,DFND,"4,11",12695850,0,0,2015-02-17,0.011122259886625439
889,NATIONAL OILWELL VARCO INC,COM,637071101,152893,2333178,SH, ,DFND,4,2333178,0,0,2015-02-17,0.0013980031723780987
890,NATIONAL OILWELL VARCO INC,COM,637071101,191689,2925207,SH, ,DFND,"4,8,11",2925207,0,0,2015-02-17,0.0017527410025964915
891,NOW INC,COM,67011P100,16974,659694,SH, ,DFND,4,659694,0,0,2015-02-17,0.00015520465847321884
892,NOW INC,COM,67011P100,29998,1165875,SH, ,DFND,"4,8,11",1165875,0,0,2015-02-17,0.0002742918195404512
893,PHILLIPS 66,COM,718546104,470897,6567600,SH, ,DFND,4,6567600,0,0,2015-02-17,0.004305726879996662
894,PRECISION CASTPARTS CORP,COM,740189105,312634,1297883,SH, ,DFND,4,1297883,0,0,2015-02-17,0.00285862219848688
895,PRECISION CASTPARTS CORP,COM,740189105,374762,1555805,SH, ,DFND,"4,8,11",1555805,0,0,2015-02-17,0.0034267001424967856
896,PROCTER & GAMBLE CO,COM,742718109,28730,315400,SH, ,DFND,4,315400,0,0,2015-02-17,0.0002626976456896181
897,PROCTER & GAMBLE CO,COM,742718109,1847305,20280000,SH, ,DFND,"4,5",20280000,0,0,2015-02-17,0.016891147733054643
898,PROCTER & GAMBLE CO,COM,742718109,142100,1560000,SH, ,DFND,"4,6",1560000,0,0,2015-02-17,0.0012993155395925767
899,PROCTER & GAMBLE CO,COM,742718109,568402,6240000,SH, ,DFND,"4,8,11",6240000,0,0,2015-02-17,0.0051972804457107655
900,PROCTER & GAMBLE CO,COM,742718109,568402,6240000,SH, ,DFND,"4,10",6240000,0,0,2015-02-17,0.0051972804457107655
901,PROCTER & GAMBLE CO,COM,742718109,1582933,17377678,SH, ,DFND,"4,11",17377678,0,0,2015-02-17,0.014473817347177313
902,PROCTER & GAMBLE CO,COM,742718109,71050,780000,SH, ,DFND,"4,12",780000,0,0,2015-02-17,0.0006496577697962883
903,RESTAURANT BRANDS INTL INC,COM,76131D103,329428,8438225,SH, ,DFND,"4,11",8438225,0,0,2015-02-17,0.003012180996318813
904,SANOFI,SPONSORED ADR,80105N105,19220,421400,SH, ,DFND,"4,8,11",421400,0,0,2015-02-17,0.00017574134180836962
905,SANOFI,SPONSORED ADR,80105N105,23249,509742,SH, ,DFND,"4,5,9",509742,0,0,2015-02-17,0.00021258118916247582
906,SANOFI,SPONSORED ADR,80105N105,7722,169300,SH, ,DFND,"4,10",169300,0,0,2015-02-17,7.060742151114621e-05
907,SANOFI,SPONSORED ADR,80105N105,127956,2805433,SH, ,DFND,"4,11",2805433,0,0,2015-02-17,0.001169987467868457
908,SUNCOR ENERGY INC NEW,COM,867224107,201768,6348894,SH, ,DFND,4,6348894,0,0,2015-02-17,0.0018449000548382479
909,SUNCOR ENERGY INC NEW,COM,867224107,413140,13000000,SH, ,DFND,"4,8,11",13000000,0,0,2015-02-17,0.0037776159185593044
910,SUNCOR ENERGY INC NEW,COM,867224107,95512,3005400,SH, ,DFND,"4,10",3005400,0,0,2015-02-17,0.0008733302309469823
911,TORCHMARK CORP,COM,891027104,9452,174489,SH, ,DFND,"2,4,11",174489,0,0,2015-02-17,8.642597100794535e-05
912,TORCHMARK CORP,COM,891027104,54814,1011888,SH, ,DFND,"4,5",1011888,0,0,2015-02-17,0.0005012011399523399
913,TORCHMARK CORP,COM,891027104,77968,1439325,SH, ,DFND,"4,10",1439325,0,0,2015-02-17,0.0007129136804430262
914,TORCHMARK CORP,COM,891027104,201947,3728025,SH, ,DFND,"4,11",3728025,0,0,2015-02-17,0.001846536771809304
915,TWENTY FIRST CENTY FOX INC,CL A,90130A101,142785,3717867,SH, ,DFND,4,3717867,0,0,2015-02-17,0.0013055789536996908
916,TWENTY FIRST CENTY FOX INC,CL A,90130A101,39539,1029530,SH, ,DFND,"4,8,11",1029530,0,0,2015-02-17,0.0003615315771988099
917,US BANCORP DEL,COM NEW,902973304,26533,590275,SH, ,DFND,4,590275,0,0,2015-02-17,0.0002426090021957061
918,US BANCORP DEL,COM NEW,902973304,137997,3070000,SH, ,DFND,"1,2,4,11",3070000,0,0,2015-02-17,0.0012617990606414975
919,US BANCORP DEL,COM NEW,902973304,1064456,23680896,SH, ,DFND,"4,5",23680896,0,0,2015-02-17,0.009733034637667528
920,US BANCORP DEL,COM NEW,902973304,569935,12679300,SH, ,DFND,"4,8,11",12679300,0,0,2015-02-17,0.00521129769217238
921,US BANCORP DEL,COM NEW,902973304,189006,4204800,SH, ,DFND,"4,5,9",4204800,0,0,2015-02-17,0.0017282085353711087
922,US BANCORP DEL,COM NEW,902973304,137098,3050000,SH, ,DFND,"4,10",3050000,0,0,2015-02-17,0.0012535789011052997
923,US BANCORP DEL,COM NEW,902973304,1396786,31074226,SH, ,DFND,"4,11",31074226,0,0,2015-02-17,0.012771750564991956
924,US BANCORP DEL,COM NEW,902973304,78438,1745000,SH, ,DFND,"4,14",1745000,0,0,2015-02-17,0.0007172112054508271
925,U S G CORP,COM NEW,903293405,392842,14035088,SH, ,DFND,"2,4,11",14035088,0,0,2015-02-17,0.0035920177002436806
926,U S G CORP,COM NEW,903293405,698824,24966928,SH, ,DFND,"4,11",24966928,0,0,2015-02-17,0.006389816204364834
927,UNITED PARCEL SERVICE INC,CL B,911312106,6603,59400,SH, ,DFND,4,59400,0,0,2015-02-17,6.0375654524488276e-05
928,VERISIGN INC,COM,92343E102,287694,5047264,SH, ,DFND,4,5047264,0,0,2015-02-17,0.00263057906296655
929,VERISIGN INC,COM,92343E102,452451,7937736,SH, ,DFND,"4,8,11",7937736,0,0,2015-02-17,0.004137062738945819
930,VERIZON COMMUNICATIONS INC,COM,92343V104,630951,13487628,SH, ,DFND,4,13487628,0,0,2015-02-17,0.005769207874887233
931,VERIZON COMMUNICATIONS INC,COM,92343V104,70792,1513300,SH, ,DFND,"4,8,11",1513300,0,0,2015-02-17,0.0006472987028771126
932,VERISK ANALYTICS INC,CL A,92345Y106,100138,1563434,SH, ,DFND,"4,8,11",1563434,0,0,2015-02-17,0.0009156288494280186
933,VIACOM INC NEW,CL B,92553P201,297539,3954000,SH, ,DFND,4,3954000,0,0,2015-02-17,0.0027205984963746353
934,VIACOM INC NEW,CL B,92553P201,352184,4680190,SH, ,DFND,"4,8,11",4680190,0,0,2015-02-17,0.003220254356058213
935,VISA INC,COM CL A,92826C839,657936,2509290,SH, ,DFND,"4,8,11",2509290,0,0,2015-02-17,0.006015949816026612
936,WABCO HLDGS INC,COM,92927K102,254996,2433632,SH, ,DFND,4,2433632,0,0,2015-02-17,0.002331599333806817
937,WABCO HLDGS INC,COM,92927K102,172121,1642693,SH, ,DFND,"4,8,11",1642693,0,0,2015-02-17,0.0015738176635483033
938,WAL MART STORES INC,COM,931142103,26279,306000,SH, ,DFND,4,306000,0,0,2015-02-17,0.00024028650995744773
939,WAL MART STORES INC,COM,931142103,146855,1710000,SH, ,DFND,"1,2,4,11",1710000,0,0,2015-02-17,0.001342793691533201
940,WAL MART STORES INC,COM,931142103,2533,29500,SH, ,DFND,"2,4,11",29500,0,0,2015-02-17,2.3160916690978163e-05
941,WAL MART STORES INC,COM,931142103,360696,4200000,SH, ,DFND,"3,4,5",4200000,0,0,2015-02-17,0.003298085277050556
942,WAL MART STORES INC,COM,931142103,131726,1533840,SH, ,DFND,"4,5",1533840,0,0,2015-02-17,0.001204459104633158
943,WAL MART STORES INC,COM,931142103,21985,256000,SH, ,DFND,"4,6",256000,0,0,2015-02-17,0.00020102358999256017
944,WAL MART STORES INC,COM,931142103,81242,946000,SH, ,DFND,"4,8,11",946000,0,0,2015-02-17,0.0007428500567739628
945,WAL MART STORES INC,COM,931142103,153639,1789000,SH, ,DFND,"4,5,9",1789000,0,0,2015-02-17,0.001404824350369204
946,WAL MART STORES INC,COM,931142103,394017,4588000,SH, ,DFND,"4,10",4588000,0,0,2015-02-17,0.003602761512763183
947,WAL MART STORES INC,COM,931142103,3777084,43980953,SH, ,DFND,"4,11",43980953,0,0,2015-02-17,0.03453641052460583
948,WAL MART STORES INC,COM,931142103,45946,535000,SH, ,DFND,"4,12",535000,0,0,2015-02-17,0.00042011507235834294
949,WAL MART STORES INC,COM,931142103,43885,511000,SH, ,DFND,"4,14",511000,0,0,2015-02-17,0.0004012699680156244
950,WELLS FARGO & CO NEW,COM,949746101,334373,6099470,SH, ,DFND,4,6099470,0,0,2015-02-17,0.0030573964456030167
951,WELLS FARGO & CO NEW,COM,949746101,901789,16450000,SH, ,DFND,"1,2,4,11",16450000,0,0,2015-02-17,0.00824566123246763
952,WELLS FARGO & CO NEW,COM,949746101,290738,5303500,SH, ,DFND,"2,4,11",5303500,0,0,2015-02-17,0.002658412395144733
953,WELLS FARGO & CO NEW,COM,949746101,373481,6812857,SH, ,DFND,"3,4,5",6812857,0,0,2015-02-17,0.0034149871009329707
954,WELLS FARGO & CO NEW,COM,949746101,4103486,74853819,SH, ,DFND,"4,5",74853819,0,0,2015-02-17,0.03752092277481059
955,WELLS FARGO & CO NEW,COM,949746101,44952,820000,SH, ,DFND,"4,6",820000,0,0,2015-02-17,0.00041102626415035544
956,WELLS FARGO & CO NEW,COM,949746101,93194,1700000,SH, ,DFND,"4,7",1700000,0,0,2015-02-17,0.0008521352033553174
957,WELLS FARGO & CO NEW,COM,949746101,1977314,36069200,SH, ,DFND,"4,8,11",36069200,0,0,2015-02-17,0.018079907155903983
958,WELLS FARGO & CO NEW,COM,949746101,562837,10267000,SH, ,DFND,"4,5,9",10267000,0,0,2015-02-17,0.005146395920884356
959,WELLS FARGO & CO NEW,COM,949746101,3070922,56018270,SH, ,DFND,"4,10",56018270,0,0,2015-02-17,0.028079498068097924
960,WELLS FARGO & CO NEW,COM,949746101,13302966,242666287,SH, ,DFND,"4,11",242666287,0,0,2015-02-17,0.12163793417643703
961,WELLS FARGO & CO NEW,COM,949746101,152838,2788000,SH, ,DFND,"4,12",2788000,0,0,2015-02-17,0.0013975002705154838
962,WELLS FARGO & CO NEW,COM,949746101,88245,1609720,SH, ,DFND,"4,13",1609720,0,0,2015-02-17,0.0008068831793901966
963,WELLS FARGO & CO NEW,COM,949746101,109640,2000000,SH, ,DFND,"4,14",2000000,0,0,2015-02-17,0.0010025120039474321
964,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,170173,3389556,SH, ,DFND,4,3389556,0,0,2015-02-17,0.0015560057939415029
965,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,372861,7426768,SH, ,DFND,"4,8,11",7426768,0,0,2015-02-17,0.003409318025390765
966,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,354932,7346968,SH, ,DFND,"4,8,11",7346968,0,0,2015-02-17,0.003245381161848504
967,AMERICAN EXPRESS CO,COM,025816109,152501,1952142,SH, ,DFND,4,1952142,0,0,2015-05-15,0.0014234672618071145
968,AMERICAN EXPRESS CO,COM,025816109,1345648,17225400,SH, ,DFND,"4,5",17225400,0,0,2015-05-15,0.012560480743839187
969,AMERICAN EXPRESS CO,COM,025816109,65608,839832,SH, ,DFND,"4,7",839832,0,0,2015-05-15,0.0006123949358538053
970,AMERICAN EXPRESS CO,COM,025816109,151795,1943100,SH, ,DFND,"4,8,11",1943100,0,0,2015-05-15,0.0014168773516633395
971,AMERICAN EXPRESS CO,COM,025816109,624541,7994634,SH, ,DFND,"4,10",7994634,0,0,2015-05-15,0.0058295595907979425
972,AMERICAN EXPRESS CO,COM,025816109,9394389,120255879,SH, ,DFND,"4,11",120255879,0,0,2015-05-15,0.0876886393281413
973,AMERICAN EXPRESS CO,COM,025816109,109346,1399713,SH, ,DFND,"4,13",1399713,0,0,2015-05-15,0.001020652003656112
974,BANK OF NEW YORK MELLON CORP,COM,064058100,291124,7234700,SH, ,DFND,4,7234700,0,0,2015-05-15,0.0027173951851222904
975,BANK OF NEW YORK MELLON CORP,COM,064058100,72187,1793915,SH, ,DFND,"2,4,11",1793915,0,0,2015-05-15,0.0006738043109754702
976,BANK OF NEW YORK MELLON CORP,COM,064058100,219122,5445384,SH, ,DFND,"4,8,11",5445384,0,0,2015-05-15,0.002045317691960699
977,BANK OF NEW YORK MELLON CORP,COM,064058100,22133,550021,SH, ,DFND,"4,5,9",550021,0,0,2015-05-15,0.00020659274959230998
978,BANK OF NEW YORK MELLON CORP,COM,064058100,227614,5656400,SH, ,DFND,"4,11",5656400,0,0,2015-05-15,0.002124583296692904
979,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,316228,1637553,SH, ,DFND,4,1637553,0,0,2015-05-15,0.0029517196953904577
980,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,838403,4341583,SH, ,DFND,"4,8,11",4341583,0,0,2015-05-15,0.007825779651942415
981,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,208525,4233151,SH, ,DFND,4,4233151,0,0,2015-05-15,0.0019464037007516576
982,CHICAGO BRIDGE & IRON CO N V,N Y REGISTRY SH,167250109,318612,6467959,SH, ,DFND,"4,8,11",6467959,0,0,2015-05-15,0.0029739723098136297
983,COCA COLA CO,COM,191216100,32440,800000,SH, ,DFND,4,800000,0,0,2015-05-15,0.000302799837201217
984,COCA COLA CO,COM,191216100,3255484,80283200,SH, ,DFND,"4,5",80283200,0,0,2015-05-15,0.030387177102687013
985,COCA COLA CO,COM,191216100,73963,1824000,SH, ,DFND,"4,6",1824000,0,0,2015-05-15,0.0006903817619887056
986,COCA COLA CO,COM,191216100,584374,14411200,SH, ,DFND,"4,8,11",14411200,0,0,2015-05-15,0.005454634773878668
987,COCA COLA CO,COM,191216100,741189,18278400,SH, ,DFND,"4,10",18278400,0,0,2015-05-15,0.006918369560275365
988,COCA COLA CO,COM,191216100,11349588,279891200,SH, ,DFND,"4,11",279891200,0,0,2015-05-15,0.10593876074910252
989,COCA COLA CO,COM,191216100,144034,3552000,SH, ,DFND,"4,12",3552000,0,0,2015-05-15,0.0013444350108335417
990,COCA COLA CO,COM,191216100,38928,960000,SH, ,DFND,"4,13",960000,0,0,2015-05-15,0.0003633598046414604
991,COSTCO WHSL CORP NEW,COM,22160K105,656483,4333363,SH, ,DFND,"4,11",4333363,0,0,2015-05-15,0.006127711021127205
992,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1629834,20052088,SH, ,DFND,4,20052088,0,0,2015-05-15,0.015213115593865853
993,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1504776,18513482,SH, ,DFND,"4,8,11",18513482,0,0,2015-05-15,0.014045805419984542
994,DEERE & CO,COM,244199105,86787,989700,SH, ,DFND,4,989700,0,0,2015-05-15,0.0008100829060167083
995,DEERE & CO,COM,244199105,202780,2312467,SH, ,DFND,"4,8,11",2312467,0,0,2015-05-15,0.001892779007017965
996,DEERE & CO,COM,244199105,1228355,14007923,SH, ,DFND,"4,11",14007923,0,0,2015-05-15,0.011465650247389055
997,DIRECTV,COM,25490A309,573194,6735529,SH, ,DFND,4,6735529,0,0,2015-05-15,0.005350278973018322
998,DIRECTV,COM,25490A309,1467989,17250170,SH, ,DFND,"4,8,11",17250170,0,0,2015-05-15,0.013702430031232346
999,DIRECTV,COM,25490A309,589452,6926575,SH, ,DFND,"4,10",6926575,0,0,2015-05-15,0.005502033589332052
1000,DIRECTV,COM,25490A309,37546,441194,SH, ,DFND,"4,11",441194,0,0,2015-05-15,0.0003504600088642692
1001,GENERAL ELECTRIC CO,COM,369604103,14611,588900,SH, ,DFND,4,588900,0,0,2015-05-15,0.00013638127069503644
1002,GENERAL ELECTRIC CO,COM,369604103,13287,535532,SH, ,DFND,"4,5",535532,0,0,2015-05-15,0.00012402285563787208
1003,GENERAL ELECTRIC CO,COM,369604103,124008,4998302,SH, ,DFND,"4,8,11",4998302,0,0,2015-05-15,0.0011575093160187582
1004,GENERAL ELECTRIC CO,COM,369604103,886,35702,SH, ,DFND,"4,10",35702,0,0,2015-05-15,8.270057205927197e-06
1005,GENERAL ELECTRIC CO,COM,369604103,105407,4248556,SH, ,DFND,"4,11",4248556,0,0,2015-05-15,0.0009838847854460135
1006,GENERAL ELECTRIC CO,COM,369604103,4429,178510,SH, ,DFND,"4,12",178510,0,0,2015-05-15,4.1340951879290695e-05
1007,GENERAL MTRS CO,COM,37045V100,422065,11255056,SH, ,DFND,4,11255056,0,0,2015-05-15,0.003939618165484946
1008,GENERAL MTRS CO,COM,37045V100,851438,22705000,SH, ,DFND,"4,8,11",22705000,0,0,2015-05-15,0.007947450301693275
1009,GENERAL MTRS CO,COM,37045V100,217588,5802344,SH, ,DFND,"4,10",5802344,0,0,2015-05-15,0.0020309991053310238
1010,GENERAL MTRS CO,COM,37045V100,46410,1237600,SH, ,DFND,"4,11",1237600,0,0,2015-05-15,0.0004331979175249223
1011,GOLDMAN SACHS GROUP INC,COM,38141G104,314288,1672012,SH, ,DFND,"3,4,5",1672012,0,0,2015-05-15,0.0029336114437205946
1012,GOLDMAN SACHS GROUP INC,COM,38141G104,822551,4375968,SH, ,DFND,"4,8,11",4375968,0,0,2015-05-15,0.0076778147006688734
1013,GOLDMAN SACHS GROUP INC,COM,38141G104,1237510,6583551,SH, ,DFND,"4,11",6583551,0,0,2015-05-15,0.011551104393800186
1014,GRAHAM HLDGS CO,COM,384637104,50555,48165,SH, ,DFND,"4,10",0,0,"48,165",2015-05-15,0.0004718879707061506
1015,GRAHAM HLDGS CO,COM,384637104,62359,59410,SH, ,DFND,"4,11",0,0,"59,410",2015-05-15,0.0005820682813819572
1016,INTERNATIONAL BUSINESS MACHS,COM,459200101,13559,84480,SH, ,DFND,4,84480,0,0,2015-05-15,0.00012656174453179103
1017,INTERNATIONAL BUSINESS MACHS,COM,459200101,44619,278000,SH, ,DFND,"1,2,4,11",278000,0,0,2015-05-15,0.00041648045425650746
1018,INTERNATIONAL BUSINESS MACHS,COM,459200101,110679,689588,SH, ,DFND,"4,5",689588,0,0,2015-05-15,0.001033094426066384
1019,INTERNATIONAL BUSINESS MACHS,COM,459200101,76205,474800,SH, ,DFND,"4,8,11",474800,0,0,2015-05-15,0.0007113089270628465
1020,INTERNATIONAL BUSINESS MACHS,COM,459200101,135318,843100,SH, ,DFND,"4,10",843100,0,0,2015-05-15,0.0012630785564239915
1021,INTERNATIONAL BUSINESS MACHS,COM,459200101,12389821,77195147,SH, ,DFND,"4,11",77195147,0,0,2015-05-15,0.11564845196523488
1022,JOHNSON & JOHNSON,COM,478160104,32906,327100,SH, ,DFND,4,327100,0,0,2015-05-15,0.00030714955126212226
1023,KRAFT FOODS GROUP INC,COM,50076Q106,16784,192666,SH, ,DFND,4,192666,0,0,2015-05-15,0.00015666437939535223
1024,LEE ENTERPRISES INC,COM,523768109,282,88863,SH, ,DFND,"4,5",88863,0,0,2015-05-15,2.632230397371862e-06
1025,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,50976,1322340,SH, ,DFND,4,1322340,0,0,2015-05-15,0.0004758176480015178
1026,LIBERTY MEDIA CORP DELAWARE,CL A,531229102,103224,2677660,SH, ,DFND,"4,8,11",2677660,0,0,2015-05-15,0.0009635083352422448
1027,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,101027,2644680,SH, ,DFND,4,2644680,0,0,2015-05-15,0.000943001206933642
1028,LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,204573,5355320,SH, ,DFND,"4,8,11",5355320,0,0,2015-05-15,0.0019095151385870705
1029,M & T BK CORP,COM,55261F104,69342,546000,SH, ,DFND,"4,8,11",546000,0,0,2015-05-15,0.0006472486532431192
1030,M & T BK CORP,COM,55261F104,20929,164795,SH, ,DFND,"4,10",164795,0,0,2015-05-15,0.00019535443257658047
1031,M & T BK CORP,COM,55261F104,593248,4671245,SH, ,DFND,"4,11",4671245,0,0,2015-05-15,0.005537466024042773
1032,MASTERCARD INC,CL A,57636Q104,451799,5229756,SH, ,DFND,"4,8,11",5229756,0,0,2015-05-15,0.004217159791851808
1033,MEDIA GEN INC NEW,COM,58441K100,76616,4646220,SH, ,DFND,4,4646220,0,0,2015-05-15,0.0007151452628547608
1034,MONDELEZ INTL INC,CL A,609207105,20860,578000,SH, ,DFND,4,578000,0,0,2015-05-15,0.00019471037620275546
1035,MOODYS CORP,COM,615369105,1242894,11973928,SH, ,DFND,"4,8,11",11973928,0,0,2015-05-15,0.01160135945925923
1036,MOODYS CORP,COM,615369105,1317829,12695850,SH, ,DFND,"4,11",12695850,0,0,2015-05-15,0.012300814015383557
1037,NATIONAL OILWELL VARCO INC,COM,637071101,28984,579788,SH, ,DFND,4,579788,0,0,2015-05-15,0.00027054101360789374
1038,NATIONAL OILWELL VARCO INC,COM,637071101,69941,1399107,SH, ,DFND,"4,8,11",1399107,0,0,2015-05-15,0.0006528398092999481
1039,NOW INC,COM,67011P100,14276,659694,SH, ,DFND,4,659694,0,0,2015-05-15,0.00013325433032936417
1040,NOW INC,COM,67011P100,25230,1165875,SH, ,DFND,"4,8,11",1165875,0,0,2015-05-15,0.00023550061321167402
1041,PHILLIPS 66,COM,718546104,479617,6102000,SH, ,DFND,4,6102000,0,0,2015-05-15,0.0044768171861570925
1042,PHILLIPS 66,COM,718546104,109840,1397450,SH, ,DFND,"4,11",1397450,0,0,2015-05-15,0.0010252630739266855
1043,PRECISION CASTPARTS CORP,COM,740189105,316193,1505683,SH, ,DFND,4,1505683,0,0,2015-05-15,0.0029513930001283726
1044,PRECISION CASTPARTS CORP,COM,740189105,565973,2695109,SH, ,DFND,"4,8,11",2695109,0,0,2015-05-15,0.0052828770733749815
1045,PROCTER & GAMBLE CO,COM,742718109,25844,315400,SH, ,DFND,4,315400,0,0,2015-05-15,0.00024123178152368226
1046,PROCTER & GAMBLE CO,COM,742718109,1661743,20280000,SH, ,DFND,"4,5",20280000,0,0,2015-05-15,0.015510958997233723
1047,PROCTER & GAMBLE CO,COM,742718109,127826,1560000,SH, ,DFND,"4,6",1560000,0,0,2015-05-15,0.0011931471020370766
1048,PROCTER & GAMBLE CO,COM,742718109,511306,6240000,SH, ,DFND,"4,8,11",6240000,0,0,2015-05-15,0.004772607076448997
1049,PROCTER & GAMBLE CO,COM,742718109,511306,6240000,SH, ,DFND,"4,10",6240000,0,0,2015-05-15,0.004772607076448997
1050,PROCTER & GAMBLE CO,COM,742718109,1423927,17377678,SH, ,DFND,"4,11",17377678,0,0,2015-05-15,0.013291148698718166
1051,PROCTER & GAMBLE CO,COM,742718109,63913,780000,SH, ,DFND,"4,12",780000,0,0,2015-05-15,0.0005965735510185383
1052,RESTAURANT BRANDS INTL INC,COM,76131D103,324112,8438225,SH, ,DFND,"4,11",8438225,0,0,2015-05-15,0.0030253101367127264
1053,SANOFI,SPONSORED ADR,80105N105,20834,421400,SH, ,DFND,"4,8,11",421400,0,0,2015-05-15,0.00019446768829377788
1054,SANOFI,SPONSORED ADR,80105N105,25202,509742,SH, ,DFND,"4,5,9",509742,0,0,2015-05-15,0.00023523925700200587
1055,SANOFI,SPONSORED ADR,80105N105,8370,169300,SH, ,DFND,"4,10",169300,0,0,2015-05-15,7.812683839007972e-05
1056,SANOFI,SPONSORED ADR,80105N105,138701,2805433,SH, ,DFND,"4,11",2805433,0,0,2015-05-15,0.0012946559870421084
